date,India,Germany,Italy,France,Russia
2021-10-20,34127450.0,4401631.0,4725887.0,7146702.0,7969960.0
2021-10-21,34143236.0,4417708.0,4729678.0,7152829.0,8005376.0
2021-10-22,34159562.0,4437280.0,4733557.0,7159195.0,8041581.0
2021-10-23,34175468.0,4452425.0,4737462.0,7165486.0,8078309.0
2021-10-24,34189774.0,4466157.0,4741185.0,7170491.0,8112999.0
2021-10-25,34202202.0,4472730.0,4743720.0,7171786.0,8149946.0
2021-10-26,34215653.0,4483203.0,4747773.0,7178421.0,8185400.0
2021-10-27,34231809.0,4506415.0,4752368.0,7185420.0,8220975.0
2021-10-28,34246157.0,4534452.0,4757231.0,7191410.0,8260045.0
2021-10-29,34260470.0,4559120.0,4762563.0,7197843.0,8298850.0
2021-10-30,34273300.0,4580663.0,4767440.0,7205203.0,8338053.0
2021-10-31,34285814.0,4597550.0,4771965.0,7211532.0,8377984.0
2021-11-01,34296237.0,4607208.0,4774783.0,7213398.0,8417305.0
2021-11-02,34308140.0,4618021.0,4777614.0,7215437.0,8455232.0
2021-11-03,34321025.0,4638419.0,4782802.0,7225667.0,8494589.0
2021-11-04,34333754.0,4672368.0,4788704.0,7235011.0,8533706.0
2021-11-05,34344683.0,4709488.0,4795465.0,7244009.0,8573323.0
2021-11-06,34355509.0,4743490.0,4802225.0,7253614.0,8613533.0
2021-11-07,34366987.0,4767033.0,4808047.0,7262161.0,8651561.0
2021-11-08,34377113.0,4782546.0,4812594.0,7264358.0,8689818.0
2021-11-09,34388579.0,4804378.0,4818705.0,7276869.0,8727817.0
2021-11-10,34401670.0,4844054.0,4826738.0,7288752.0,8764713.0
2021-11-11,34414186.0,4894250.0,4835435.0,7301355.0,8804297.0
2021-11-12,34426036.0,4942890.0,4843957.0,7305215.0,8843238.0
2021-11-13,34437307.0,4987971.0,4852496.0,7319861.0,8881306.0
2021-11-14,34447536.0,5021469.0,4860061.0,7332357.0,8918926.0
2021-11-15,34456401.0,5045076.0,4865260.0,7335616.0,8956136.0
2021-11-16,34466598.0,5077124.0,4873075.0,7355394.0,8991748.0
2021-11-17,34478517.0,5129950.0,4883242.0,7375688.0,9027163.0
2021-11-18,34489623.0,5195321.0,4893887.0,7396054.0,9063318.0
2021-11-19,34499925.0,5248291.0,4904441.0,7417274.0,9099253.0
2021-11-20,34510413.0,5312215.0,4915981.0,7439952.0,9135149.0
2021-11-21,34518901.0,5354942.0,4925688.0,7459701.0,9170898.0
2021-11-22,34526480.0,5385585.0,4932091.0,7464992.0,9205431.0
2021-11-23,34535763.0,5430911.0,4942135.0,7495446.0,9238330.0
2021-11-24,34544882.0,5497795.0,4954585.0,7528037.0,9270885.0
2021-11-25,34555431.0,5573756.0,4968341.0,7561501.0,9303751.0
2021-11-26,34563749.0,5650170.0,4982022.0,7595937.0,9337575.0
2021-11-27,34572523.0,5717295.0,4994891.0,7632994.0,9370694.0
2021-11-28,34580832.0,5761696.0,5007818.0,7664575.0,9403480.0
2021-11-29,34587822.0,5791060.0,5015790.0,7673082.0,9436650.0
2021-11-30,34596776.0,5836813.0,5028547.0,7720283.0,9468640.0
2021-12-01,34606541.0,5903999.0,5043620.0,7769893.0,9500836.0
2021-12-02,34615757.0,5977208.0,5060430.0,7818309.0,9533593.0
2021-12-03,34624360.0,6051560.0,5077445.0,7868167.0,9565909.0
2021-12-04,34624360.0,6116070.0,5094072.0,7919631.0,9598283.0
2021-12-05,34641561.0,6158125.0,5109082.0,7961784.0,9630296.0
2021-12-06,34648383.0,6185961.0,5118576.0,7973362.0,9661865.0
2021-12-07,34656822.0,6222020.0,5134318.0,8032381.0,9692411.0
2021-12-08,34666241.0,6291621.0,5152264.0,8093721.0,9722639.0
2021-12-09,34674643.0,6362232.0,5164780.0,8150575.0,9752340.0
2021-12-10,34682633.0,6423520.0,5185270.0,8205715.0,9782723.0
2021-12-11,34690510.0,6477217.0,5206305.0,8259634.0,9812538.0
2021-12-12,34697860.0,6509863.0,5225517.0,8303482.0,9842021.0
2021-12-13,34703644.0,6531606.0,5238221.0,8315546.0,9871229.0
2021-12-14,34710628.0,6562429.0,5258886.0,8378951.0,9899139.0
2021-12-15,34718602.0,6613730.0,5282076.0,8444664.0,9927150.0
2021-12-16,34726049.0,6670407.0,5308180.0,8505530.0,9955308.0
2021-12-17,34726049.0,6721375.0,5336795.0,8563658.0,9982735.0
2021-12-18,34733194.0,6764188.0,5364852.0,8622194.0,10009866.0
2021-12-19,34746838.0,6793536.0,5389155.0,8670667.0,10037546.0
2021-12-20,34752164.0,6809622.0,5405360.0,8685742.0,10064290.0
2021-12-21,34758481.0,6833050.0,5436143.0,8758599.0,10089945.0
2021-12-22,34765976.0,6878709.0,5472469.0,8842871.0,10114983.0
2021-12-23,34772626.0,6923636.0,5517054.0,8934479.0,10140429.0
2021-12-24,34779815.0,6959067.0,5567644.0,9028603.0,10164951.0
2021-12-25,34786802.0,6981281.0,5622431.0,9133214.0,10189722.0
2021-12-26,34793333.0,6991381.0,5647313.0,9160911.0,10213265.0
2021-12-27,34799691.0,7005289.0,5678112.0,9191370.0,10236301.0
2021-12-28,34808886.0,7026369.0,5756412.0,9371178.0,10258052.0
2021-12-29,34822040.0,7066412.0,5854428.0,9579277.0,10279009.0
2021-12-30,34838804.0,7109182.0,5981428.0,9785821.0,10299923.0
2021-12-31,34861579.0,7150422.0,6125683.0,10018021.0,10320405.0
2022-01-01,34889132.0,7176814.0,6266939.0,10237147.0,10340011.0
2022-01-02,34922882.0,7189329.0,6328076.0,10295579.0,10358099.0
2022-01-03,34960261.0,7207847.0,6396110.0,10363040.0,10374292.0
2022-01-04,35018358.0,7238408.0,6566947.0,10634786.0,10390052.0
2022-01-05,35109286.0,7297320.0,6756035.0,10967038.0,10405684.0
2022-01-06,35226386.0,7361660.0,6975465.0,11229825.0,10420863.0
2022-01-07,35368372.0,7417995.0,7083762.0,11558039.0,10437471.0
2022-01-08,35528004.0,7473884.0,7281297.0,11861708.0,10453895.0
2022-01-09,35707727.0,7510436.0,7436939.0,12157805.0,10470006.0
2022-01-10,35875790.0,7535691.0,7554344.0,12251701.0,10485705.0
2022-01-11,36070510.0,7581381.0,7774863.0,12620080.0,10503101.0
2022-01-12,36317927.0,7661811.0,7971068.0,12981799.0,10520898.0
2022-01-13,36582129.0,7743228.0,8155645.0,13290020.0,10541870.0
2022-01-14,36850962.0,7835451.0,8356514.0,13619391.0,10565484.0
2022-01-15,37122164.0,7913473.0,8549450.0,13943971.0,10592433.0
2022-01-16,37380253.0,7965977.0,8706915.0,14222100.0,10621410.0
2022-01-17,37618271.0,8000122.0,8790302.0,14324269.0,10651867.0
2022-01-18,37901241.0,8074527.0,9018425.0,14789038.0,10682826.0
2022-01-19,38218773.0,8186850.0,9219391.0,15225205.0,10716397.0
2022-01-20,38566027.0,8320386.0,9418256.0,15652148.0,10754905.0
2022-01-21,38903731.0,8460546.0,9603856.0,16052999.0,10804032.0
2022-01-22,39237264.0,8596007.0,9781191.0,16442319.0,10860799.0
2022-01-23,39543328.0,8681447.0,9923678.0,16743933.0,10923494.0
2022-01-24,39799202.0,8744840.0,10001344.0,16852414.0,10988027.0
2022-01-25,40085116.0,8871795.0,10212621.0,17354921.0,11055246.0
2022-01-26,40371500.0,9035795.0,10383561.0,17782057.0,11129318.0
2022-01-27,40622709.0,9238931.0,10539601.0,18174674.0,11217423.0
2022-01-28,40858241.0,9429079.0,10683948.0,18528177.0,11314707.0
2022-01-29,41092522.0,9618245.0,10821375.0,18860575.0,11427009.0
2022-01-30,41302440.0,9737215.0,10925485.0,19110023.0,11547333.0
2022-01-31,41469499.0,9815533.0,10983116.0,19196399.0,11670366.0
2022-02-01,41630885.0,9978146.0,11116422.0,19609576.0,11795059.0
2022-02-02,41803318.0,10186644.0,11235745.0,19924939.0,11936064.0
2022-02-03,41952712.0,10422764.0,11348701.0,20199291.0,12090707.0
2022-02-04,42080664.0,10671602.0,11449601.0,20440340.0,12257664.0
2022-02-05,42188138.0,10889417.0,11542793.0,20654882.0,12433643.0
2022-02-06,42272014.0,11022590.0,11621736.0,20810321.0,12612259.0
2022-02-07,42339611.0,11117857.0,11663338.0,20856322.0,12782791.0
2022-02-08,42410976.0,11287428.0,11765767.0,21091589.0,12946888.0
2022-02-09,42478060.0,11521678.0,11847436.0,21091589.0,13128679.0
2022-02-10,42536137.0,11769540.0,11923631.0,21424815.0,13323972.0
2022-02-11,42586544.0,12009712.0,11991109.0,21556191.0,13526183.0
2022-02-12,42631421.0,12219501.0,12053330.0,21674802.0,13728138.0
2022-02-13,42665534.0,12344661.0,12105675.0,21761364.0,13923951.0
2022-02-14,42692943.0,12421126.0,12134451.0,21787839.0,14102736.0
2022-02-15,42723558.0,12580343.0,12205474.0,21787839.0,14267875.0
2022-02-16,42754315.0,12800315.0,12265343.0,22028827.0,14445698.0
2022-02-17,42780235.0,13035941.0,12323398.0,22121273.0,14624423.0
2022-02-18,42802505.0,13255989.0,12377098.0,22203912.0,14802439.0
2022-02-19,42822473.0,13445094.0,12427773.0,22280464.0,14979363.0
2022-02-20,42838524.0,13563126.0,12469975.0,22339467.0,15147762.0
2022-02-21,42851929.0,13636993.0,12494459.0,22356662.0,15297628.0
2022-02-22,42867031.0,13762895.0,12554596.0,22454044.0,15430540.0
2022-02-23,42881179.0,13971947.0,12603758.0,22520877.0,15566425.0
2022-02-24,42894345.0,14188269.0,12651251.0,22587682.0,15697674.0
2022-02-25,42905844.0,14399012.0,12693320.0,22645820.0,15819594.0
2022-02-26,42916117.0,14574845.0,12732680.0,22699443.0,15941241.0
2022-02-27,42924130.0,14682758.0,12764558.0,22742043.0,16055851.0
2022-02-28,42931045.0,14745107.0,12782836.0,22755526.0,16161596.0
2022-03-01,42938599.0,14867218.0,12829972.0,22835320.0,16257688.0
2022-03-02,42945160.0,15053624.0,12867918.0,22893017.0,16353868.0
2022-03-03,42951556.0,15264297.0,12910506.0,22953299.0,16445802.0
2022-03-04,42957477.0,15481890.0,12948859.0,23011088.0,16533932.0
2022-03-05,42962953.0,15674100.0,12990223.0,23064766.0,16619507.0
2022-03-06,42967315.0,15790989.0,13026112.0,23110094.0,16698139.0
2022-03-07,42971308.0,15869417.0,13048774.0,23124590.0,16770275.0
2022-03-08,42975883.0,16026216.0,13109527.0,23217640.0,16835844.0
2022-03-09,42980067.0,16242070.0,13159342.0,23286830.0,16893631.0
2022-03-10,42984261.0,16504822.0,13214498.0,23361648.0,16943915.0
2022-03-11,42987875.0,16757658.0,13268459.0,23434047.0,16993625.0
2022-03-12,42990991.0,16994744.0,13323179.0,23504571.0,17040721.0
2022-03-13,42993494.0,17141351.0,13373207.0,23563607.0,17084672.0
2022-03-14,42996062.0,17233729.0,13402905.0,23585765.0,17124792.0
2022-03-15,42998938.0,17432617.0,13489319.0,23702383.0,17160872.0
2022-03-16,43001477.0,17695210.0,13563466.0,23811215.0,17196841.0
2022-03-17,43004005.0,17990141.0,13645834.0,23912962.0,17231013.0
2022-03-18,43006080.0,18287986.0,13724411.0,24010541.0,17264828.0
2022-03-19,43007841.0,18548225.0,13800179.0,24108645.0,17297181.0
2022-03-20,43009390.0,18680017.0,13861743.0,24189928.0,17327694.0
2022-03-21,43010971.0,18772331.0,13895188.0,24214159.0,17356036.0
2022-03-22,43012749.0,18994411.0,13992092.0,24394936.0,17382051.0
2022-03-23,43014687.0,19278143.0,14070450.0,24548990.0,17408475.0
2022-03-24,43016372.0,19596530.0,14153098.0,24689131.0,17433393.0
2022-03-25,43018032.0,19893028.0,14229495.0,24832702.0,17458275.0
2022-03-26,43019453.0,20145054.0,14304111.0,24972219.0,17481799.0
2022-03-27,43020723.0,20256278.0,14364723.0,25082393.0,17504537.0
2022-03-28,43021982.0,20323779.0,14396283.0,25111975.0,17525184.0
2022-03-29,43023215.0,20561131.0,14496579.0,25329455.0,17544419.0
2022-03-30,43024440.0,20829608.0,14567990.0,25498479.0,17564186.0
2022-03-31,43025775.0,21357095.0,14642354.0,25668176.0,17583111.0
2022-04-01,43027035.0,21357039.0,14719394.0,25816805.0,17601907.0
2022-04-02,43028131.0,21553495.0,14790806.0,25948919.0,17619521.0
2022-04-03,43029044.0,21668677.0,14845815.0,26051185.0,17636019.0
2022-04-04,43029839.0,21668677.0,14877144.0,26083223.0,17651048.0
2022-04-05,43030925.0,21849074.0,14966058.0,26292850.0,17664790.0
2022-04-06,43031958.0,22265788.0,15035943.0,26443804.0,17679300.0
2022-04-07,43033067.0,22441051.0,15106066.0,26602828.0,17693468.0
2022-04-08,43034217.0,22591726.0,15173707.0,26751596.0,17707591.0
2022-04-09,43035271.0,22647197.0,15238128.0,26893286.0,17720977.0
2022-04-10,43036132.0,22677986.0,15292048.0,27000940.0,17733809.0
2022-04-11,43036928.0,22878428.0,15320753.0,27026432.0,17745453.0
2022-04-12,43038016.0,23017079.0,15404809.0,27217194.0,17756183.0
2022-04-13,43039023.0,23182447.0,15467395.0,27363620.0,17767760.0
2022-04-14,43039972.0,23339311.0,15533012.0,27501184.0,17778928.0
2022-04-15,43040947.0,23376879.0,15595302.0,27626578.0,17790211.0
2022-04-16,43042097.0,23416663.0,15659835.0,27738161.0,17801103.0
2022-04-17,43044280.0,23437145.0,15712088.0,27824811.0,17811199.0
2022-04-18,43045527.0,23459628.0,15730676.0,27844621.0,17820486.0
2022-04-19,43047594.0,23658211.0,15758002.0,27870086.0,17829009.0
2022-04-20,43049974.0,23844536.0,15858442.0,28025797.0,17838087.0
2022-04-21,43052425.0,24006254.0,15934437.0,28129804.0,17846818.0
2022-04-22,43054952.0,24141333.0,16008181.0,28218193.0,17855661.0
2022-04-23,43057545.0,24180512.0,16079209.0,28298764.0,17864332.0
2022-04-24,43060086.0,24200596.0,16136057.0,28357718.0,17872625.0
2022-04-25,43060097.0,24337394.0,16161339.0,28371750.0,17880154.0
2022-04-26,43065496.0,24337394.0,16191323.0,28469248.0,17887152.0
2022-04-27,43068799.0,24609159.0,16279754.0,28536959.0,17894787.0
2022-04-28,43072176.0,24710769.0,16349788.0,28596966.0,17902334.0
2022-04-29,43075864.0,24798067.0,16409183.0,28649885.0,17909924.0
2022-04-30,43079188.0,24809785.0,16463200.0,28699367.0,17917191.0
2022-05-01,43082345.0,24813817.0,16504791.0,28736093.0,17924145.0
2022-05-02,43084913.0,24927339.0,16523859.0,28744830.0,17930267.0
2022-05-03,43088118.0,25033970.0,16586268.0,28811847.0,17935641.0
2022-05-04,43091393.0,25130137.0,16633911.0,28859772.0,17940665.0
2022-05-05,43094938.0,25215210.0,16682626.0,28904103.0,17945617.0
2022-05-06,43098743.0,25287462.0,16726990.0,28944327.0,17951065.0
2022-05-07,43102194.0,25295950.0,16767773.0,28982285.0,17956472.0
2022-05-08,43105401.0,25299300.0,16798998.0,29011609.0,17961837.0
2022-05-09,43107689.0,25406868.0,16816419.0,29018963.0,17966773.0
2022-05-10,43110586.0,25503878.0,16872618.0,29075412.0,17971207.0
2022-05-11,43113413.0,25592839.0,16915301.0,29115711.0,17975243.0
2022-05-12,43116254.0,25661838.0,16954784.0,29151859.0,17979272.0
2022-05-13,43119112.0,25723697.0,16993813.0,29184632.0,17984104.0
2022-05-14,43121599.0,25729848.0,17030147.0,29215091.0,17989065.0
2022-05-15,43123801.0,25732153.0,17057873.0,29237935.0,17993952.0
2022-05-16,43125370.0,25818405.0,17071649.0,29243871.0,17998438.0
2022-05-17,43127199.0,25890456.0,17116550.0,29287598.0,18002493.0
2022-05-18,43129563.0,25949175.0,17147477.0,29351614.0,18007169.0
2022-05-19,43131822.0,25998085.0,17178199.0,29379456.0,18012019.0
2022-05-20,43134145.0,26040460.0,17205017.0,29403788.0,18017039.0
2022-05-21,43136371.0,26044283.0,17229263.0,29426295.0,18022001.0
2022-05-22,43138393.0,26045528.0,17247552.0,29443260.0,18026628.0
2022-05-23,43140068.0,26109965.0,17257573.0,29413607.0,18030719.0
2022-05-24,43142192.0,26159106.0,17288287.0,29445636.0,18034423.0
2022-05-25,43144820.0,26198811.0,17312432.0,29467642.0,18038920.0
2022-05-26,43147530.0,26200663.0,17333299.0,29488876.0,18043539.0
2022-05-27,43150215.0,26240639.0,17355119.0,29493687.0,18048085.0
2022-05-28,43153043.0,26243352.0,17373741.0,29517269.0,18052544.0
2022-05-29,43155749.0,26244107.0,17388877.0,29533709.0,18056662.0
2022-05-30,43158087.0,26305996.0,17396723.0,29538382.0,18060405.0
2022-05-31,43160832.0,26360953.0,17421410.0,29573524.0,18063880.0
2022-06-01,43164544.0,26409455.0,17440232.0,29599688.0,18067977.0
2022-06-02,43168585.0,26452148.0,17457950.0,29625053.0,18072173.0
2022-06-03,43172547.0,26493235.0,17467642.0,29650183.0,18076286.0
2022-06-04,43176817.0,26493235.0,17490451.0,29675355.0,18080277.0
2022-06-05,43181335.0,26496611.0,17505973.0,29695897.0,18083984.0
2022-06-06,43185049.0,26498361.0,17514589.0,29702081.0,18087265.0
2022-06-07,43190282.0,26583016.0,17543136.0,29713746.0,18090459.0
2022-06-08,43197522.0,26660652.0,17566061.0,29767548.0,18094054.0
2022-06-09,43205106.0,26738530.0,17589595.0,29807699.0,18097767.0
2022-06-10,43213435.0,26803867.0,17611607.0,29807793.0,18101372.0
2022-06-11,43222017.0,26803867.0,17634065.0,29807699.0,18104944.0
2022-06-12,43230101.0,26809245.0,17653375.0,29807699.0,18108285.0
2022-06-13,43236695.0,26915085.0,17664043.0,29807699.0,18111240.0
2022-06-14,43245517.0,27007429.0,17703887.0,29984235.0,18113989.0
2022-06-15,43257730.0,27096571.0,17736696.0,30036189.0,18116672.0
2022-06-16,43270577.0,27124689.0,17773764.0,30089270.0,18119934.0
2022-06-17,43283793.0,27204953.0,17809934.0,30139875.0,18123257.0
2022-06-18,43296692.0,27204955.0,17844905.0,30139875.0,18126576.0
2022-06-19,43309473.0,27211896.0,17879160.0,30139875.0,18129625.0
2022-06-20,43319396.0,27334993.0,17896065.0,30241832.0,18132261.0
2022-06-21,43331645.0,27454225.0,17959329.0,30337149.0,18134735.0
2022-06-22,43344958.0,27573585.0,18014202.0,30415116.0,18137759.0
2022-06-23,43362294.0,27681775.0,18071634.0,30494968.0,18140893.0
2022-06-24,43378234.0,27771111.0,18128044.0,30574230.0,18144007.0
2022-06-25,43389973.0,27771112.0,18184917.0,30574230.0,18147044.0
2022-06-26,43407046.0,27771911.0,18234242.0,30574230.0,18150010.0
2022-06-27,43418839.0,27914240.0,18259261.0,30739058.0,18152652.0
2022-06-28,43433345.0,28048190.0,18343422.0,30886409.0,18155165.0
2022-06-29,43452164.0,28180861.0,18438877.0,31011133.0,18158163.0
2022-06-30,43469234.0,28293960.0,18523111.0,31144479.0,18161238.0
2022-07-01,43486326.0,28392629.0,18610011.0,31269545.0,18164348.0
2022-07-02,43502429.0,28392630.0,18695954.0,31269545.0,18167603.0
2022-07-03,43518564.0,28394995.0,18768871.0,31269545.0,18170656.0
2022-07-04,43531650.0,28542484.0,18805756.0,31512793.0,18173480.0
2022-07-05,43547809.0,28673212.0,18938771.0,31719499.0,18176132.0
2022-07-06,43566739.0,28808614.0,19048788.0,31874114.0,18179254.0
2022-07-07,43585554.0,28926346.0,19157174.0,32035379.0,18182578.0
2022-07-08,43604394.0,29022265.0,19259037.0,32176376.0,18185995.0
2022-07-09,43622651.0,29022265.0,19357938.0,32176376.0,18189499.0
2022-07-10,43639329.0,29025760.0,19439501.0,32176376.0,18192863.0
2022-07-11,43652944.0,29180489.0,19523262.0,32427713.0,18195924.0
2022-07-12,43669850.0,29308100.0,19667320.0,32609987.0,18198890.0
2022-07-13,43689989.0,29460249.0,19778911.0,32737629.0,18202785.0
2022-07-14,43710027.0,29569943.0,19887543.0,32737629.0,18206982.0
2022-07-15,43730071.0,29692989.0,19985479.0,32737629.0,18211383.0
2022-07-16,43750599.0,29692989.0,20076863.0,32737629.0,18216026.0
2022-07-17,43767534.0,29692989.0,20145859.0,32737629.0,18220633.0
2022-07-18,43783062.0,29853680.0,20177910.0,33095351.0,18225102.0
2022-07-19,43801678.0,29994679.0,20299013.0,33229834.0,18229239.0
2022-07-20,43824728.0,30131303.0,20385814.0,33319816.0,18234870.0
2022-07-21,43847065.0,30239122.0,20467349.0,33400685.0,18241184.0
2022-07-22,43868476.0,30331131.0,20539016.0,33475033.0,18247770.0
2022-07-23,43888755.0,30331133.0,20608190.0,33475033.0,18254644.0
2022-07-24,43905621.0,30331133.0,20660065.0,33475033.0,18262088.0
2022-07-25,43920451.0,30476605.0,20684182.0,33604792.0,18268570.0
2022-07-26,43938764.0,30598385.0,20772833.0,33692580.0,18274674.0
2022-07-27,43938764.0,30702511.0,20837233.0,33751218.0,18283628.0
